GHO (CODE),GHO (DISPLAY),GHO (URL),YEAR (DISPLAY),STARTYEAR,ENDYEAR,REGION (CODE),REGION (DISPLAY),COUNTRY (CODE),COUNTRY (DISPLAY),DIMENSION (TYPE),DIMENSION (CODE),DIMENSION (NAME),Numeric,Value,Low,High
NUTRITION_ANAEMIA_PREGNANT_PREV,Prevalence of anaemia in pregnant women (aged 15-49) (%),,2000,2000,2000,EMR,Eastern Mediterranean,SDN,Sudan,SEVERITY,SEVERITY_MODERATE,Moderate,19.0,19.0 [10.4-28.4],10.4,28.4
sba,Births attended by skilled health personnel (in the two or three years preceding the survey) (%),,2014,2014,2014,EMR,Eastern Mediterranean,SDN,Sudan,DHSMICSGEOREGION,DHSMICSGEOREGION_SDNMICS201408,white nile,92.33297,92.3 [83.7-96.6],83.65781,96.59064
W21_emissions_quant_A,Cigarette packaging and labelling must not display quantitative information on emission yields (such as tar nicotine and carbon monoxide) including when used as part of a brand name or trademark,,2016,2016,2016,EMR,Eastern Mediterranean,SDN,Sudan,,,,,No,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),,2015,2015,2015,EMR,Eastern Mediterranean,SDN,Sudan,SEX,SEX_BTSX,Both sexes,,No data,,
W26_plain_packaging_C,Plain packaging of smokeless tobacco products is mandatory (ie. the use of logos colours brand images or promotional information on packaging other than brand names and product names displayed in a standard colour and font style is prohibited).,,2016,2016,2016,EMR,Eastern Mediterranean,SDN,Sudan,,,,,No,,
CHILDDEATH5TO14,Number of deaths among children 5 to 14 years of age,,1998,1998,1998,EMR,Eastern Mediterranean,SDN,Sudan,SEX,SEX_MLE,Male,7413.0,7413 [6089-9308],6089.0,9308.0
SA_0000001401,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), three-year average",,2005,2003,2005,EMR,Eastern Mediterranean,SDN,Sudan,,,,1.6,1.6,,
vdpt,DTP3 immunization coverage among one-year-olds (%),,2010,2010,2010,EMR,Eastern Mediterranean,SDN,Sudan,DHSMICSGEOREGION,DHSMICSGEOREGION_SDNMICS201015,south darfur,35.8089,35.8 [27.8-44.7],27.83741,44.65066
NCD_HYP_DIAGNOSIS_C,"Prevalence of previous diagnosis of hypertension among adults aged 30-79 with hypertension, crude",,2010,2010,2010,EMR,Eastern Mediterranean,SDN,Sudan,SEX,SEX_MLE,Male,17.5,17.5 [9.7-27.7],9.7,27.7
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),,1985,1985,1985,EMR,Eastern Mediterranean,SDN,Sudan,SEX,SEX_FMLE,Female,,No data,,
fpsmowho,Demand for family planning satisfied - use of modern methods (%),,2014,2014,2014,EMR,Eastern Mediterranean,SDN,Sudan,AGEGROUP,AGEGROUP_YEARS20-49,20-49 years,32.16879,32.2 [29.7-34.8],29.68732,34.75515
fps,Demand for family planning satisfied - modern and traditional methods (%),,2014,2014,2014,EMR,Eastern Mediterranean,SDN,Sudan,DHSMICSGEOREGION,DHSMICSGEOREGION_SDNMICS201408,white nile,37.89586,37.9 [31.0-45.3],30.98389,45.33686
vita,Children aged 6-59 months who received vitamin A supplementation (%),,2010,2010,2010,EMR,Eastern Mediterranean,SDN,Sudan,WEALTHQUINTILE,WEALTHQUINTILE_WQ3,Q3,,No data,,
NCD_HYP_DIAGNOSIS_C,"Prevalence of previous diagnosis of hypertension among adults aged 30-79 with hypertension, crude",,2004,2004,2004,EMR,Eastern Mediterranean,SDN,Sudan,SEX,SEX_FMLE,Female,26.4,26.4 [14.2-41.7],14.2,41.7
bfearly,Early initiation of breastfeeding (in the two years preceding the survey) (%),,2014,2014,2014,EMR,Eastern Mediterranean,SDN,Sudan,DHSMICSGEOREGION,DHSMICSGEOREGION_SDNMICS201404,kassala,76.63193,76.6 [67.2-84.0],67.1959,83.99999
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),,2001,2001,2001,EMR,Eastern Mediterranean,SDN,Sudan,SEX,SEX_BTSX,Both sexes,,No data,,
TB_notif_num_newrel_clindx,Number of people diagnosed with new episode of pulmonary TB who are clinically diagnosed.,,2005,2005,2005,EMR,Eastern Mediterranean,SDN,Sudan,TB_CASETYPE,TB_CASETYPE_TB_CASETYPE_CDPTB,Clinically diagnosed pulmonary TB,9212.0,9212,,
BP_06,Mean systolic blood pressure (age-standardized estimate),,2001,2001,2001,EMR,Eastern Mediterranean,SDN,Sudan,SEX,SEX_FMLE,Female,,No data,,
sba5,Births attended by skilled health personnel (in the five years preceding the survey) (%),,2014,2014,2014,EMR,Eastern Mediterranean,SDN,Sudan,DHSMICSGEOREGION,DHSMICSGEOREGION_SDNMICS201416,south darfur,,No data,,
SA_0000001459,"Road traffic crash deaths, age-standardized death rates (15+), per 100,000 population",,2016,2016,2016,EMR,Eastern Mediterranean,SDN,Sudan,SEX,SEX_FMLE,Female,,11.6,,
SA_0000001507,Advertising restrictions on national television,,2016,2016,2016,EMR,Eastern Mediterranean,SDN,Sudan,ADVERTISINGTYPE,ADVERTISINGTYPE_SA_BEER_ADS,Beer Ads,,ban,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),,1993,1993,1993,EMR,Eastern Mediterranean,SDN,Sudan,SEX,SEX_MLE,Male,,No data,,
CHILDMORT10TO19,Adolescent mortality rate (per 1 000 age specific cohort),,2011,2011,2011,EMR,Eastern Mediterranean,SDN,Sudan,SEX,SEX_BTSX,Both sexes,12.65404,12.65 [9.9-16.24],9.89534,16.24314
P9_all_other,National smoking ban in ALL OTHER INDOOR PUBLIC PLACES,,2012,2012,2012,EMR,Eastern Mediterranean,SDN,Sudan,,,,,Not applicable,,
NCD_HYP_TREATMENT_A,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, age-standardized",,2010,2010,2010,EMR,Eastern Mediterranean,SDN,Sudan,SEX,SEX_FMLE,Female,21.4,21.4 [11.1-34.2],11.1,34.2
itnch,Children aged < 5 years sleeping under insecticide-treated nets (%),,2014,2014,2014,EMR,Eastern Mediterranean,SDN,Sudan,DHSMICSGEOREGION,DHSMICSGEOREGION_SDNMICS201418,east darfur,,No data,,
VIOLENCE_HOMICIDERATE,Estimates of rates of homicides per 100 000 population,,2009,2009,2009,EMR,Eastern Mediterranean,SDN,Sudan,SEX,SEX_FMLE,Female,3.22574,3.2 [2.6-4.2],2.64615,4.17725
NUTOVERWEIGHTPREV,"Overweight prevalence among children under 5 years of age (% weight-for-height >+2 SD), model-based estimates",,2021,2021,2021,EMR,Eastern Mediterranean,SDN,Sudan,,,,2.6,2.6 [1.5-4.4],1.5,4.4
MDG_0000000017,Deaths due to tuberculosis among HIV-negative people (per 100 000 population),,2009,2009,2009,EMR,Eastern Mediterranean,SDN,Sudan,,,,27.0,27 [14-45],14.0,45.0
NCD_BMI_MEAN,Mean BMI (kg/m²) (age-standardized estimate),,2001,2001,2001,EMR,Eastern Mediterranean,SDN,Sudan,SEX,SEX_MLE,Male,,No data,,
SA_0000001529,Off-premise sales restrictions at specific events,,2016,2016,2016,EMR,Eastern Mediterranean,SDN,Sudan,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,Beer,,No data,,
anc45,Antenatal care coverage - at least four visits (in the five years preceding the survey) (%),,2010,2010,2010,EMR,Eastern Mediterranean,SDN,Sudan,EDUCATIONLEVEL,EDUCATIONLEVEL_PRLM,Primary,,No data,,
vfull,Full immunization coverage among one-year-olds (%),,2014,2014,2014,EMR,Eastern Mediterranean,SDN,Sudan,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,Rural,63.35164,63.4 [59.1-67.4],59.14382,67.36522
SA_0000001400_ARCHIVED,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",,1983,1983,1983,EMR,Eastern Mediterranean,SDN,Sudan,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,Other alcoholic beverages,0.0,0.00,,
NCD_HYP_DIAGNOSIS_C,"Prevalence of previous diagnosis of hypertension among adults aged 30-79 with hypertension, crude",,1993,1993,1993,EMR,Eastern Mediterranean,SDN,Sudan,SEX,SEX_MLE,Male,12.0,12.0 [4.4-24.0],4.4,24.0
sba,Births attended by skilled health personnel (in the two or three years preceding the survey) (%),,2010,2010,2010,EMR,Eastern Mediterranean,SDN,Sudan,DHSMICSGEOREGION,DHSMICSGEOREGION_SDNMICS201007,gezira,89.41164,89.4 [79.9-94.7],79.89478,94.72131
SA_0000001400_ARCHIVED,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",,1976,1976,1976,EMR,Eastern Mediterranean,SDN,Sudan,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,All types,2.32,2.32,,
cci2030,Composite coverage index (%),,2010,2010,2010,EMR,Eastern Mediterranean,SDN,Sudan,WEALTHQUINTILE,WEALTHQUINTILE_WQ2,Q2,38.33921,38.3,,
TAXBEV_EXCISE,Excise taxes on beverages (%),,2022,2022,2022,EMR,Eastern Mediterranean,SDN,Sudan,BEVERAGETYPE,BEVERAGETYPE_ALCOHOLIC,Alcoholic,,,,
NTD_YAWSNUM_SUSP,Number of suspected yaws cases reported,,2022,2022,2022,EMR,Eastern Mediterranean,SDN,Sudan,,,,,No data,,
carep,Children aged < 5 years with pneumonia symptoms taken to a health facility (%),,2010,2010,2010,EMR,Eastern Mediterranean,SDN,Sudan,DHSMICSGEOREGION,DHSMICSGEOREGION_SDNMICS201011,north kordofan,58.23448,58.2 [46.0-69.5],46.04484,69.49472
anc15,Antenatal care coverage - at least one visit (in the five years preceding the survey) (%),,2010,2010,2010,EMR,Eastern Mediterranean,SDN,Sudan,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE04,Decile 4,,No data,,
fps,Demand for family planning satisfied - modern and traditional methods (%),,2010,2010,2010,EMR,Eastern Mediterranean,SDN,Sudan,AGEGROUP,AGEGROUP_YEARS20-49,20-49 years,23.31777,23.3 [21.2-25.6],21.21993,25.55573
RSUD_340,Treatment programmes for children and adolescents with alcohol use disorders,,2014,2014,2014,EMR,Eastern Mediterranean,SDN,Sudan,RSUDTREATMENTLOCATION,RSUDTREATMENTLOCATION_IN_THE_CAPITAL_CITY,In the capital city,,No,,
NCD_BMI_MEAN,Mean BMI (kg/m²) (age-standardized estimate),,2016,2016,2016,EMR,Eastern Mediterranean,SDN,Sudan,SEX,SEX_BTSX,Both sexes,,No data,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),,1989,1989,1989,EMR,Eastern Mediterranean,SDN,Sudan,SEX,SEX_MLE,Male,20.9,20.9 [18.7-23.1],18.7,23.1
anc1,Antenatal care coverage - at least one visit (in the two or three years preceding the survey) (%,,2014,2014,2014,EMR,Eastern Mediterranean,SDN,Sudan,DHSMICSGEOREGION,DHSMICSGEOREGION_SDNMICS201402,river nile,95.16132,95.2 [90.8-97.5],90.80153,97.51134
csection5,Births by caesarean section (in the five years preceding the survey) (%),,2010,2010,2010,EMR,Eastern Mediterranean,SDN,Sudan,EDUCATIONLEVEL,EDUCATIONLEVEL_PRLM,Primary,,No data,,
NCD_HYP_PREVALENCE_A,"Prevalence of hypertension among adults aged 30-79 years, age-standardized",,2000,2000,2000,EMR,Eastern Mediterranean,SDN,Sudan,SEX,SEX_MLE,Male,39.4,39.4 [28.2-51.9],28.2,51.9
NUT_BF_CBF,Continued breastfeeding 12-23 months,,2010,2010,2010,EMR,Eastern Mediterranean,SDN,Sudan,WEALTHQUINTILE,WEALTHQUINTILE_WQ1,Q1 (Poorest),70.4,70.4 [65.7-74.7],65.7,74.7
SA_0000001706,National treatment policy for alcohol use disorders,,2008,2008,2008,EMR,Eastern Mediterranean,SDN,Sudan,,,,,.,,
bmi30wm,"Obesity prevalence in non-pregnant women aged 15-49 years, BMI >= 30 (%)",,2014,2014,2014,EMR,Eastern Mediterranean,SDN,Sudan,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,Urban,,No data,,
TB_new_ep,New cases: extrapulmonary,,2020,2020,2020,EMR,Eastern Mediterranean,SDN,Sudan,,,,4834.0,4834,,
NCD_HYP_CONTROL_A,"Prevalence of controlled hypertension among adults aged 30-79 years with hypertension, age-standardized",,1994,1994,1994,EMR,Eastern Mediterranean,SDN,Sudan,SEX,SEX_MLE,Male,1.3,1.3 [0.1-5.0],0.1,5.0
BP_06,Mean systolic blood pressure (age-standardized estimate),,1993,1993,1993,EMR,Eastern Mediterranean,SDN,Sudan,SEX,SEX_FMLE,Female,,No data,,
DEVICES04,Total density per 100 000 population: Provincial hospitals,,2013,2013,2013,EMR,Eastern Mediterranean,SDN,Sudan,,,,0.67432,0.67,,
ODA_4,"Disbursements to recipient countries (Million, constant 2009 US$)",,2004,2004,2004,EMR,Eastern Mediterranean,SDN,Sudan,,,,47.65,47.65,,
sba,Births attended by skilled health personnel (in the two or three years preceding the survey) (%),,2014,2014,2014,EMR,Eastern Mediterranean,SDN,Sudan,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE06,Decile 6,85.42655,85.4 [78.5-90.4],78.52067,90.38401
GBD_DALYRTAGE,"Age-standardized DALYs (per 100,000)",,2000,2000,2000,EMR,Eastern Mediterranean,SDN,Sudan,GHECAUSES,GHECAUSES_GHE060,Noncommunicable diseases,25864.25977,"25,864",,
NCD_HYP_TREATMENT_A,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, age-standardized",,2005,2005,2005,EMR,Eastern Mediterranean,SDN,Sudan,SEX,SEX_FMLE,Female,18.0,18.0 [8.0-31.6],8.0,31.6
RSUD_88,Groups and agencies for the prevention of substance use disorders,,2008,2008,2008,EMR,Eastern Mediterranean,SDN,Sudan,GROUP,GROUP_SOCIAL_WORKERS_GRP,Social workers,,no,,
ors,Children aged < 5 years with diarrhoea receiving oral rehydration salts (%),,2010,2010,2010,EMR,Eastern Mediterranean,SDN,Sudan,EDUCATIONLEVEL,EDUCATIONLEVEL_NHLM,None,23.22217,23.2 [20.8-25.8],20.81228,25.82012
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),,1995,1995,1995,EMR,Eastern Mediterranean,SDN,Sudan,SEX,SEX_MLE,Male,21.2,21.2 [19.0-23.3],19.0,23.3
E1_compliance,Compliance of ban on advertising on national TV and radio,,2014,2014,2014,EMR,Eastern Mediterranean,SDN,Sudan,,,,10.0,10,,
anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),,2014,2014,2014,EMR,Eastern Mediterranean,SDN,Sudan,DHSMICSGEOREGION,DHSMICSGEOREGION_SDNMICS201410,blue nile,42.67897,42.7 [34.4-51.4],34.41814,51.36946
imr,Infant mortality rate (deaths per 1000 live births),,2014,2014,2014,EMR,Eastern Mediterranean,SDN,Sudan,SEX,SEX_MLE,Male,55.80902,55.8 [52.0-59.6],52.0052,59.61285
NCD_HYP_TREATMENT_A,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, age-standardized",,2014,2014,2014,EMR,Eastern Mediterranean,SDN,Sudan,SEX,SEX_MLE,Male,13.3,13.3 [7.2-21.4],7.2,21.4
ors,Children aged < 5 years with diarrhoea receiving oral rehydration salts (%),,2014,2014,2014,EMR,Eastern Mediterranean,SDN,Sudan,WEALTHQUINTILE,WEALTHQUINTILE_WQ1,Q1 (Poorest),15.94801,15.9 [12.8-19.7],12.80206,19.69244
vdpt,DTP3 immunization coverage among one-year-olds (%),,2010,2010,2010,EMR,Eastern Mediterranean,SDN,Sudan,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE05,Decile 5,61.74656,61.7 [54.2-68.7],54.24257,68.72939
CHILDMORT_DEATHS_10TO14,Number of deaths among children ages 10 to 14 years,,1990,1990,1990,EMR,Eastern Mediterranean,SDN,Sudan,SEX,SEX_BTSX,Both sexes,4125.0,4 125 [812-8 296],812.0,8296.0
SA_0000001400_ARCHIVED,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",,2009,2009,2009,EMR,Eastern Mediterranean,SDN,Sudan,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,Wine,0.0,0.00,,
SA_0000001677,Imports in 1000s hectolitres,,2004,2004,2004,EMR,Eastern Mediterranean,SDN,Sudan,,,,,0,,
vbcg,BCG immunization coverage among one-year-olds (%),,2010,2010,2010,EMR,Eastern Mediterranean,SDN,Sudan,DHSMICSGEOREGION,DHSMICSGEOREGION_SDNMICS201015,south darfur,62.32259,62.3 [51.1-72.4],51.06698,72.38901
wast5,Wasting prevalence in children aged < 5 years (%),,2010,2010,2010,EMR,Eastern Mediterranean,SDN,Sudan,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE06,Decile 6,,No data,,
vita,Children aged 6-59 months who received vitamin A supplementation (%),,2010,2010,2010,EMR,Eastern Mediterranean,SDN,Sudan,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE02,Decile 2,,No data,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),,1976,1976,1976,EMR,Eastern Mediterranean,SDN,Sudan,SEX,SEX_FMLE,Female,,No data,,
AIR_43,Ambient air pollution attributable DALYs,,2012,2012,2012,EMR,Eastern Mediterranean,SDN,Sudan,SEX,SEX_FMLE,Female,1187.25061,1187,,
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),,2012,2012,2012,EMR,Eastern Mediterranean,SDN,Sudan,SEX,SEX_FMLE,Female,603.822,603.8 [339.1-1012.4],339.1308,1012.391
cci2030,Composite coverage index (%),,2014,2014,2014,EMR,Eastern Mediterranean,SDN,Sudan,DHSMICSGEOREGION,DHSMICSGEOREGION_SDNMICS201413,west kordofan,39.67447,39.7,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),,1990,1990,1990,EMR,Eastern Mediterranean,SDN,Sudan,SEX,SEX_MLE,Male,,No data,,
SA_0000001528,Off-premise sales restrictions on outlet density,,2016,2016,2016,EMR,Eastern Mediterranean,SDN,Sudan,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,Spirits,,No data,,
SA_0000001537,Restrictions on sponsorship of sporting events,,2016,2016,2016,EMR,Eastern Mediterranean,SDN,Sudan,SPONSORSHIPORIGINATOR,SPONSORSHIPORIGINATOR_SA_FROM_BEER_INDUSTRY,From beer industry,,ban,,
vpolio,Polio immunization coverage among one-year-olds (%),,2014,2014,2014,EMR,Eastern Mediterranean,SDN,Sudan,DHSMICSGEOREGION,DHSMICSGEOREGION_SDNMICS201404,kassala,62.94785,62.9 [45.7-77.4],45.7249,77.40605
sba5,Births attended by skilled health personnel (in the five years preceding the survey) (%),,2010,2010,2010,EMR,Eastern Mediterranean,SDN,Sudan,DHSMICSGEOREGION,DHSMICSGEOREGION_SDNMICS201002,river nile,,No data,,
TB_new_su,New cases: pulmonary smear unknown/not done,,2005,2005,2005,EMR,Eastern Mediterranean,SDN,Sudan,,,,0.0,0,,
TOB_R_PRICE,Retail price for tobacco and nicotine products,,2022,2022,2022,EMR,Eastern Mediterranean,SDN,Sudan,TOBACCO_NICOTINE_PRODUCT,TOBACCO_NICOTINE_PRODUCT_CIGARETTE_MOSTSOLD,Most sold brand of cigarettes (20 sticks),700.0,700,,
NCD_HYP_CONTROL_C,"Prevalence of controlled hypertension among adults aged 30-79 years with hypertension, crude",,1992,1992,1992,EMR,Eastern Mediterranean,SDN,Sudan,SEX,SEX_FMLE,Female,2.0,2.0 [0.2-7.8],0.2,7.8
RS_246,Distribution of road traffic deaths by type of road user (%),,2016,2016,2016,EMR,Eastern Mediterranean,SDN,Sudan,ROADUSERTYPE,ROADUSERTYPE_RS-DDC-4WHEELS,Drivers/passengers of 4-wheeled vehicles,33.8,33.8,,
anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),,2014,2014,2014,EMR,Eastern Mediterranean,SDN,Sudan,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE06,Decile 6,48.58364,48.6 [41.0-56.2],40.99578,56.23737
E9_compliance,Compliance of ban on free distribution of tobacco products in the mail or through other means,,2007,2007,2007,EMR,Eastern Mediterranean,SDN,Sudan,,,,,Not available,,
RS_242,Vehicle standards,,2016,2016,2016,EMR,Eastern Mediterranean,SDN,Sudan,VEHICLESTANDARD,VEHICLESTANDARD_RS_VS_SIDE_IMPACT,Side impact,,No,,
CHILDMORT10TO19,Adolescent mortality rate (per 1 000 age specific cohort),,2006,2006,2006,EMR,Eastern Mediterranean,SDN,Sudan,SEX,SEX_FMLE,Female,3.90995,3.91 [1.2-6.97],1.20098,6.97183
NUT_BF_CBF,Continued breastfeeding 12-23 months,,2014,2014,2014,EMR,Eastern Mediterranean,SDN,Sudan,HOUSEHOLDWEALTH,HOUSEHOLDWEALTH_WEALTH_BOTTOM40,Wealth - Bottom 40%,72.9,72.9 [69.7-75.9],69.7,75.9
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),,1978,1978,1978,EMR,Eastern Mediterranean,SDN,Sudan,SEX,SEX_FMLE,Female,,No data,,
fpsmowho,Demand for family planning satisfied - use of modern methods (%),,2010,2010,2010,EMR,Eastern Mediterranean,SDN,Sudan,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE01,Decile 1 (poorest),3.00641,3.0 [1.3-6.7],1.31554,6.72256
NUTRITION_ANAEMIA_PREGNANT_PREV,Prevalence of anaemia in pregnant women (aged 15-49) (%),,2011,2011,2011,EMR,Eastern Mediterranean,SDN,Sudan,SEX,SEX_FMLE,Female,38.4,38.4 [22.4-52.2],22.4,52.2
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),,2010,2010,2010,EMR,Eastern Mediterranean,SDN,Sudan,SEX,SEX_MLE,Male,,No data,,
itnch,Children aged < 5 years sleeping under insecticide-treated nets (%),,2010,2010,2010,EMR,Eastern Mediterranean,SDN,Sudan,EDUCATIONLEVEL,EDUCATIONLEVEL_NHLM,None,,No data,,
cci,Composite coverage index (%),,2014,2014,2014,EMR,Eastern Mediterranean,SDN,Sudan,DHSMICSGEOREGION,DHSMICSGEOREGION_SDNMICS201412,south kordofan,47.96925,48.0 [44.3-51.6],44.32368,51.63658
SA_0000001678,Sales of beer in 1000s hectolitres,,2005,2005,2005,EMR,Eastern Mediterranean,SDN,Sudan,,,,,0,,
E6b_ban_display_pt_of_sale,Ban on display of tobacco products at points of sale,,2022,2022,2022,EMR,Eastern Mediterranean,SDN,Sudan,,,,,No,,
vpolio,Polio immunization coverage among one-year-olds (%),,2010,2010,2010,EMR,Eastern Mediterranean,SDN,Sudan,DHSMICSGEOREGION,DHSMICSGEOREGION_SDNMICS201002,river nile,54.36437,54.4 [43.6-64.7],43.64354,64.69552
SA_0000001760_ARCHIVED,15-19 years old total alcohol consumption in litres of pure alcohol,,2010,2010,2010,EMR,Eastern Mediterranean,SDN,Sudan,SEX,SEX_BTSX,Both sexes,15.6,15.6 [9.5-21.7],9.5,21.7
vpolio,Polio immunization coverage among one-year-olds (%),,2014,2014,2014,EMR,Eastern Mediterranean,SDN,Sudan,DHSMICSGEOREGION,DHSMICSGEOREGION_SDNMICS201409,sinnar,68.22459,68.2 [58.8-76.4],58.76459,76.3864
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),,2001,2001,2001,EMR,Eastern Mediterranean,SDN,Sudan,SEX,SEX_FMLE,Female,637.3216,637.3 [352.7-1091.9],352.6886,1091.908
NCD_HYP_DIAGNOSIS_A,"Prevalence of previous diagnosis of hypertension among adults aged 30-79 with hypertension, age-standardized",,2019,2019,2019,EMR,Eastern Mediterranean,SDN,Sudan,SEX,SEX_FMLE,Female,39.8,39.8 [25.3-55.5],25.3,55.5
NCD_GLUC_02,Mean fasting blood glucose (mmol/l) (crude estimate),,1989,1989,1989,EMR,Eastern Mediterranean,SDN,Sudan,SEX,SEX_MLE,Male,5.1,5.1 [4.5-5.8],4.5,5.8
IHRSPAR2_C07,Health emergency management,,2022,2022,2022,EMR,Eastern Mediterranean,SDN,Sudan,,,,73.0,73,,
NUT_CF_ISSSF,"Introduction of solid, semi-solid or soft foods 6-8 months",,2010,2010,2010,EMR,Eastern Mediterranean,SDN,Sudan,EDUCATIONLEVEL,EDUCATIONLEVEL_EDUC_SECONDARY,Secondary education,76.2,76.2 [65.2-84.6],65.2,84.6
cpmt,Contraceptive prevalence - modern and traditional methods (%),,2014,2014,2014,EMR,Eastern Mediterranean,SDN,Sudan,DHSMICSGEOREGION,DHSMICSGEOREGION_SDNMICS201415,west darfur,4.40275,4.4 [2.4-8.0],2.37848,8.00853
vfull,Full immunization coverage among one-year-olds (%),,2010,2010,2010,EMR,Eastern Mediterranean,SDN,Sudan,DHSMICSGEOREGION,DHSMICSGEOREGION_SDNMICS201014,west darfur,38.11493,38.1 [30.2-46.7],30.17984,46.73969
